osuked_id,gppd_idnr,esail_id,capacity_mw,name,sett_bmu_id,longitude,latitude,fuel_type
10238,,SANQW,,Sanquhar Community Wind Farm Generation,T_SANQW-1,-4.023363,55.322672999999995,wind
10239,GBR0002512,SHRSW,316.0,Sheringham Shoals Windfarm  1,"E_SHRSW-1, T_SHRSW-1, E_SHRSW-2, T_SHRSW-2",1.147,53.135,wind
10240,GBR0004625,STRNW,67.65,Strathy North Wind Farm 1,T_STRNW-1,-3.89086,58.385270999999996,wind
10241,,THNTW,,Thanet Offshore Wind,"E_THNTW-2, E_THNTW-1",1.6331,51.4306,wind
10242,GBR0002499,THNTO,300.0,Thanet Offshore Windfarm,"T_THNTO-1, T_THNTO-2",1.461182,51.385495,wind
10243,,TDBNW,,Toddleburn Wind Farm,T_TDBNW-1,-2.81,55.77,wind
10244,,TULWW,,Tullo,"E_TULWW-1, E_TULWW-2",-2.581787,56.662265000000005,wind
10245,,WLNYO,,Walney Offshore Windfarm (Extension),"T_WLNYO-3, T_WLNYO-4, T_WLNYO-2",-3.6035160000000004,53.981935,wind
10246,GBR0002500,WLNYW1,184.0,Walney Offshore Windfarm  1,T_WLNYW-1,-3.522,54.044,wind
10247,GBR0002506,WLNYW2,184.0,Walney Offshore Windfarm  2,E_WLNYW-2,-3.522,54.044,wind
10248,GBR0002545,WTMSO,210.0,Westermost Rough Windfarm,T_WTMSO-1,0.6811520000000001,53.943155000000004,wind
10249,,WTMSD,,Westermost Rough Windfarm Onshore Demand,T_WTMSD-1,0.149,53.805,wind
10250,GBR0002519,WDNSO,389.0,West of Duddon Sands,"T_WDNSO-1, T_WDNSO-2",-3.768311,53.923751,wind
10251,,WDNSW,,West of Duddon Sands,"T_WDNSW-1, T_WDNSW-2",-3.463,53.983000000000004,wind
10252,GBR0003489,WHILW1,322.0,Whitelee Wind Farm,T_WHILW-1,-4.042969,55.702355000000004,wind
10253,GBR0003981,WHILW2,217.02,Whitelee Windfarm Extension,T_WHILW-2,-4.042969,55.702355000000004,wind
10254,,AANGE,,,2__AANGE001,,,other
10255,,AFLEX,,,2__AFLEX001,,,other
10256,,ALIME,,,2__ALIME000,,,other
10257,,ALOND,,,2__ALOND001,,,other
10258,,BANGE,,,"2__BANGE001, 2__BANGE002",,,other
10259,,BFLEX,,,2__BFLEX001,,,other
10260,,BLIME,,,2__BLIME000,,,other
10261,,BUKPR,,,2__BUKPR001,,,other
10262,,DSMAR,,,2__DSMAR001,,,other
10263,,EANGE,,,2__EANGE001,,,other
10264,,EFLEX,,,2__EFLEX001,,,other
10265,,FANGE,,,2__FANGE001,,,other
10266,,FFLEX,,,2__FFLEX001,,,other
10267,,GANGE,,,"2__GANGE001, 2__GANGE002",,,other
10268,,HANGE,,,2__HANGE001,,,other
10269,,LSTAT,,,2__LSTAT001,,,other
10270,,MANGE,,,2__MANGE001,,,other
10271,,MFLEX,,,2__MFLEX001,,,other
10272,,MSMAR,,,2__MSMAR001,,,other
10273,,ALCOA,,,E_ALCOA-1,,,other
10274,,ARNKB,,Bloxwich,E_ARNKB-1,-2.0043,52.6147,other
10275,,BURGH,,,E_BURGH-1,,,other
10276,,CHICK,,,E_CHICK-1,,,other
10277,,CRGTW,,,E_CRGTW-1,,,wind
10278,,CRSSB,,Carnegie Road,E_CRSSB-1,-2.927052,53.420054,other
10279,,LCHWT,,Letchworth,E_LCHWT-1,-0.201175,51.982208,gas
10280,,LSTWY,,,E_LSTWY-1,,,gas
10281,,RDFRB,,,E_RDFRB-1,,,gas
10282,,RDFRD,,,E_RDFRD-1,,,gas
10283,,ROOSB,,,E_ROOSB-1,,,other
10284,,STLGW,,Stronelairg Windfarm,"T_STLGW-1, T_STLGW-2",-4.461346,57.09986899999999,wind
10285,,TDRVE,,,E_TDRVE-1,,,gas
10286,,TRFPK,,,E_TRFPK-1,,,gas
10287,,WTRLN,,,E_WTRLN-1,,,gas
